IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.232.148,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.1.92,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.83.71,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.229.190,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.164.209,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.177.205,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.201.8,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.83.201,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.80.110,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.83.20,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.187.4,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.113.232,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.237.90,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.86.200,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.49.65,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.184.198,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.100.206,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.104.11,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.191.138,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.184.198,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.57.245.232,80,80,false,SJC,North America,San Jose,33,0.00
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.0.31,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.120.87,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.76.203.101,2086,2086,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.210.42.171,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.222.222.64,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.9.152,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.223.2.222,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.242.183.7,80,80,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.170.225,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.237.90,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.42.155,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.2.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.237.10.1,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.42.155,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.210.100.23,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.242.176.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.10.100,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.42.155,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.50.180,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.238.43.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.17.193,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.180.86,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.144.48,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.191.138,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.222.98,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.76.227.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.218.53.110,2086,2086,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.49.65,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.76.227.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.76.203.101,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.218.3.12,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.253.41,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.217.50.252,8443,8443,true,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.74.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.48.107,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.75.152,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.170.232,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.78.188,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.187.4,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.227.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.202.130,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.66.190,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.98.75,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.240.160,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.80.110,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.85.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.60.150,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.18.199,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.8.142,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.85.222,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.242.125.241,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.184.198,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.51.211,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.174.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.85.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.237.125.8,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.97.50,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.86.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.242.42.153,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.81.14,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.203.7,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.214.139,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.217.248.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.217.232.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.27.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.110.81,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.255.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.233.67,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.233.67,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.91.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.204.76,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.90.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.18.199,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.27.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.159.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.107.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.27.217,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.189.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.29.115,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.210.244.38,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.189.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.11.90,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.242.183.7,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.186.171,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.110.81,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.207.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.98.98,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.217.61.176,80,443,true,SIN,Asia Pacific,Singapore,35,0.00
47.243.60.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.212.116.106,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.178.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.51.171,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.48.107,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.104.37,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.91.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.70.186,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.5.154,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.227.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.0.31,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.210.244.38,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.201.8,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.173.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.34.188,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.53.110,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.86.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.189.92,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.165.117,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.217.232.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.139.243,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.8.82,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.183.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.70.186,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.144.48,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.213.245,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.223.3.253,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.213.245,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.189.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.111.147,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.22.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.81.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.57.233.126,80,80,false,SJC,North America,San Jose,35,0.00
8.219.235.164,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.155.238,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.204.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.65.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.173.187,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.17.193,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.232.148,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.139.243,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.42.171,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.225.255,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.221.165,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.100.168,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.222.57,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.255.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.104.11,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.18.199,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.139.243,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.5.154,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.107.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.81.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.65.171,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.215.228,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.3.198,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.222.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.203.101,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.148.106,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.2.181,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.169.63,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.67.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.203.101,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.217.250.5,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.227.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,36,0.00
47.243.18.199,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.63.130,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.146.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.81.14,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.222.36,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.48.107,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.204.76,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.74.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.111.147,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.91.58,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.37.57,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.206.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.164.75,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.74.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.80.110,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.126.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.81.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.159.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.51.171,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.18.199,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.0.31,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.100.23,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.252.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.156.242,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.74.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.183.7,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.94.140,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.121.23,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.169.63,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.22.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.60.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.67.133,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.119.104,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.3.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.42.155,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.193.65,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.80.72,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.100.23,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
