IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.83.71,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.11.182,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.180.24,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.95.140,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
47.245.96.80,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.93.5,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.0.48,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.103.65,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.120.87,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.94.140,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.198.139,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.11.158,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.147.58,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.0.48,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.189.143,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.110.81,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
47.245.102.52,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.95.140,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.240.160,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.67.133,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.75.152,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.95.146,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.49.65,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.97.90,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.94.140,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.99.169,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.81.112,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.200.145,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.86.200,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.117.198,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.110.81,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.83.71,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.125.8,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.232.148,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.144.196,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.11.182,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.104.37,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.97.50,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.93.176,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.95.146,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.98.13,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.78.188,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.191.110,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.104.37,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.170.225,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.97.248,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.50.180,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.121.38,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.98.13,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.237.90,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.210.64,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.83.20,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.180.24,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.98.13,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.97.50,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.120.87,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.194.170,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.14.220,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.110.81,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.121.38,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.250.137.14,8880,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.10.1,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.78.1,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.103.65,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.83.20,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.107.135,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.84.214,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.87.246,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.80.110,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.10.1,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.104.37,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.169.15,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.98.13,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.174.142,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.100.206,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.10.1,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.245.96.80,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.83.20,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.11.182,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.163.195,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.126.240,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.166.131,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.122.55,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.95.140,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.189.143,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.49.65,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.98.13,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.181.117,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.202.130,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.165.25,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.75.113,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.87.30,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.110.81,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.214.231,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.97.50,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.150.13,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.171.205,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.83.201,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.75.113,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.86.185,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.80.110,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.171.205,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.205.188,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.170.232,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.97.50,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.174.142,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.0.31,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.87.30,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.87.30,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.49.65,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.49.65,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.6.150,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.164.215,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.84.173,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.130.95,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.169.164,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.146.249,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.158.158,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.144.50,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.201.245,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.180.24,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.111.175,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.111.147,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.95.146,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.144.196,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.169.164,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.82.15,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.84.214,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.180.51,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.222.98,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.103.65,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.174.142,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.17.193,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.184.198,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.144.156,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.209.14,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.193.202,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.193.202,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.77.141,80,80,false,SJC,North America,San Jose,20,0.00
8.219.193.202,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.113.232,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.87.30,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.174.213,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.81.112,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.11.158,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.99.169,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.235.164,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.95.146,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.102.102,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.49.65,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.189.92,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.144.196,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.232.148,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.222.64,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.121.38,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.205.188,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.132.64,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.172.71,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.147.58,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.229.190,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.100.206,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.210.57,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.49.65,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.232.148,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.102.102,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.78.1,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.10.1,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.132.64,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.146.249,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.132.64,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.75.152,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.205.188,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.121.38,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.95.146,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.81.112,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.189.92,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.210.64,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.144.48,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.194.170,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.209.14,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.75.152,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.210.57,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.87.30,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.67.133,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.139.13,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.170.54,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.209.14,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.17.193,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.111.147,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.210.57,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.95.140,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.111.175,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.92.26,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.49.65,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.210.64,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.86.200,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.51.211,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.95.13,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.50.180,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.229.190,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.144.156,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.198.139,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.124.227,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.60.54,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.201.245,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.86.200,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.209.14,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.156.242,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.83.71,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.111.175,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
